Month,Pay Code,Criterion,Rating,Evidence Reference,Improvement Action,Due Date,HOD Name
June 2026,132,Productivity,Exceeds,Mock evidence from recorded HOD score: 15/15.,Continue current performance.,,HOD_Scores_Office_June_2026
June 2026,132,Teamwork,Below Expected,Mock evidence from recorded HOD score: 4/10.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,HOD_Scores_Office_June_2026
June 2026,132,Initiative,Below Expected,Mock evidence from recorded HOD score: 2/10.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,HOD_Scores_Office_June_2026
June 2026,380,Work Quality,Meets,Mock evidence from recorded HOD score: 12/15.,Continue current performance.,,HOD_Scores_Office_June_2026
June 2026,380,Productivity,Exceeds,Mock evidence from recorded HOD score: 15/15.,Continue current performance.,,HOD_Scores_Office_June_2026
June 2026,380,Teamwork,Exceeds,Mock evidence from recorded HOD score: 10/10.,Continue current performance.,,HOD_Scores_Office_June_2026
June 2026,380,Initiative,Exceeds,Mock evidence from recorded HOD score: 10/10.,Continue current performance.,,HOD_Scores_Office_June_2026
June 2026,199,Work Quality,Exceeds,Mock evidence from recorded HOD score: 15/15.,Continue current performance.,,HOD_Scores_Office_June_2026
June 2026,199,Productivity,Meets,Mock evidence from recorded HOD score: 12/15.,Continue current performance.,,HOD_Scores_Office_June_2026
June 2026,199,Teamwork,Exceeds,Mock evidence from recorded HOD score: 9/10.,Continue current performance.,,HOD_Scores_Office_June_2026
June 2026,199,Initiative,Meets,Mock evidence from recorded HOD score: 8/10.,Continue current performance.,,HOD_Scores_Office_June_2026
June 2026,181,Work Quality,Exceeds,Mock evidence from recorded HOD score: 14/15.,Continue current performance.,,HOD_Scores_Office_June_2026
June 2026,181,Productivity,Meets,Mock evidence from recorded HOD score: 13/15.,Continue current performance.,,HOD_Scores_Office_June_2026
June 2026,181,Teamwork,Meets,Mock evidence from recorded HOD score: 8/10.,Continue current performance.,,HOD_Scores_Office_June_2026
June 2026,181,Initiative,Exceeds,Mock evidence from recorded HOD score: 10/10.,Continue current performance.,,HOD_Scores_Office_June_2026
June 2026,223,Work Quality,Developing,Mock evidence from recorded HOD score: 8/15.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,HOD_Scores_Office_June_2026
June 2026,223,Productivity,Developing,Mock evidence from recorded HOD score: 10/15.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,HOD_Scores_Office_June_2026
June 2026,223,Teamwork,Exceeds,Mock evidence from recorded HOD score: 10/10.,Continue current performance.,,HOD_Scores_Office_June_2026
June 2026,223,Initiative,Exceeds,Mock evidence from recorded HOD score: 9/10.,Continue current performance.,,HOD_Scores_Office_June_2026
June 2026,361,Work Quality,Developing,Mock evidence from recorded HOD score: 7/15.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,HOD_Scores_Office_June_2026
June 2026,361,Productivity,Meets,Mock evidence from recorded HOD score: 12/15.,Continue current performance.,,HOD_Scores_Office_June_2026
June 2026,361,Teamwork,Developing,Mock evidence from recorded HOD score: 5/10.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,HOD_Scores_Office_June_2026
June 2026,361,Initiative,Meets,Mock evidence from recorded HOD score: 7/10.,Continue current performance.,,HOD_Scores_Office_June_2026
June 2026,163,Work Quality,Below Expected,Mock evidence from recorded HOD score: 5/15.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,HOD_Scores_Office_June_2026
June 2026,163,Productivity,Meets,Mock evidence from recorded HOD score: 11/15.,Continue current performance.,,HOD_Scores_Office_June_2026
June 2026,163,Teamwork,Exceeds,Mock evidence from recorded HOD score: 10/10.,Continue current performance.,,HOD_Scores_Office_June_2026
June 2026,163,Initiative,Meets,Mock evidence from recorded HOD score: 8/10.,Continue current performance.,,HOD_Scores_Office_June_2026
June 2026,374,Work Quality,Developing,Mock evidence from recorded HOD score: 10/15.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,HOD_Scores_Office_June_2026
June 2026,374,Productivity,Exceeds,Mock evidence from recorded HOD score: 15/15.,Continue current performance.,,HOD_Scores_Office_June_2026
June 2026,374,Teamwork,Exceeds,Mock evidence from recorded HOD score: 9/10.,Continue current performance.,,HOD_Scores_Office_June_2026
June 2026,374,Initiative,Meets,Mock evidence from recorded HOD score: 7/10.,Continue current performance.,,HOD_Scores_Office_June_2026
June 2026,206,Work Quality,Developing,Mock evidence from recorded HOD score: 8/15.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,HOD_Scores_Office_June_2026
June 2026,206,Productivity,Developing,Mock evidence from recorded HOD score: 8/15.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,HOD_Scores_Office_June_2026
June 2026,206,Teamwork,Developing,Mock evidence from recorded HOD score: 5/10.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,HOD_Scores_Office_June_2026
June 2026,206,Initiative,Developing,Mock evidence from recorded HOD score: 5/10.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,HOD_Scores_Office_June_2026
June 2026,175,Work Quality,Developing,Mock evidence from recorded HOD score: 8/15.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,Dharmikbhai
June 2026,175,Productivity,Developing,Mock evidence from recorded HOD score: 8/15.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,Dharmikbhai
June 2026,175,Teamwork,Developing,Mock evidence from recorded HOD score: 5/10.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,Dharmikbhai
June 2026,175,Initiative,Developing,Mock evidence from recorded HOD score: 5/10.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,Dharmikbhai
June 2026,75,Work Quality,Developing,Mock evidence from recorded HOD score: 10/15.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,Dharmikbhai
June 2026,75,Productivity,Developing,Mock evidence from recorded HOD score: 10/15.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,Dharmikbhai
June 2026,75,Teamwork,Below Expected,Mock evidence from recorded HOD score: 3/10.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,Dharmikbhai
June 2026,75,Initiative,Below Expected,Mock evidence from recorded HOD score: 0/10.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,Dharmikbhai
June 2026,137,Work Quality,Exceeds,Mock evidence from recorded HOD score: 15/15.,Continue current performance.,,Dharmikbhai
June 2026,137,Productivity,Exceeds,Mock evidence from recorded HOD score: 15/15.,Continue current performance.,,Dharmikbhai
June 2026,137,Teamwork,Exceeds,Mock evidence from recorded HOD score: 10/10.,Continue current performance.,,Dharmikbhai
June 2026,137,Initiative,Exceeds,Mock evidence from recorded HOD score: 10/10.,Continue current performance.,,Dharmikbhai
June 2026,183,Work Quality,Exceeds,Mock evidence from recorded HOD score: 15/15.,Continue current performance.,,Dharmikbhai
June 2026,183,Productivity,Meets,Mock evidence from recorded HOD score: 13/15.,Continue current performance.,,Dharmikbhai
June 2026,183,Teamwork,Meets,Mock evidence from recorded HOD score: 8/10.,Continue current performance.,,Dharmikbhai
June 2026,183,Initiative,Exceeds,Mock evidence from recorded HOD score: 9/10.,Continue current performance.,,Dharmikbhai
June 2026,182,Work Quality,Meets,Mock evidence from recorded HOD score: 12/15.,Continue current performance.,,Dharmikbhai
June 2026,182,Productivity,Exceeds,Mock evidence from recorded HOD score: 14/15.,Continue current performance.,,Dharmikbhai
June 2026,182,Teamwork,Exceeds,Mock evidence from recorded HOD score: 10/10.,Continue current performance.,,Dharmikbhai
June 2026,182,Initiative,Meets,Mock evidence from recorded HOD score: 8/10.,Continue current performance.,,Dharmikbhai
June 2026,234,Work Quality,Meets,Mock evidence from recorded HOD score: 13/15.,Continue current performance.,,Dharmikbhai
June 2026,234,Productivity,Meets,Mock evidence from recorded HOD score: 13/15.,Continue current performance.,,Dharmikbhai
June 2026,234,Teamwork,Exceeds,Mock evidence from recorded HOD score: 9/10.,Continue current performance.,,Dharmikbhai
June 2026,234,Initiative,Exceeds,Mock evidence from recorded HOD score: 10/10.,Continue current performance.,,Dharmikbhai
June 2026,244,Work Quality,Developing,Mock evidence from recorded HOD score: 10/15.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,Dharmikbhai
June 2026,244,Productivity,Developing,Mock evidence from recorded HOD score: 10/15.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,Dharmikbhai
June 2026,244,Teamwork,Meets,Mock evidence from recorded HOD score: 7/10.,Continue current performance.,,Dharmikbhai
June 2026,244,Initiative,Developing,Mock evidence from recorded HOD score: 5/10.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,Dharmikbhai
June 2026,245,Work Quality,Meets,Mock evidence from recorded HOD score: 12/15.,Continue current performance.,,Dharmikbhai
June 2026,245,Productivity,Meets,Mock evidence from recorded HOD score: 12/15.,Continue current performance.,,Dharmikbhai
June 2026,245,Teamwork,Meets,Mock evidence from recorded HOD score: 8/10.,Continue current performance.,,Dharmikbhai
June 2026,245,Initiative,Developing,Mock evidence from recorded HOD score: 5/10.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,Dharmikbhai
June 2026,252,Work Quality,Meets,Mock evidence from recorded HOD score: 11/15.,Continue current performance.,,Dharmikbhai
June 2026,252,Productivity,Meets,Mock evidence from recorded HOD score: 12/15.,Continue current performance.,,Dharmikbhai
June 2026,252,Teamwork,Meets,Mock evidence from recorded HOD score: 7/10.,Continue current performance.,,Dharmikbhai
June 2026,252,Initiative,Developing,Mock evidence from recorded HOD score: 5/10.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,Dharmikbhai
June 2026,270,Work Quality,Exceeds,Mock evidence from recorded HOD score: 14/15.,Continue current performance.,,Dharmikbhai
June 2026,270,Productivity,Developing,Mock evidence from recorded HOD score: 10/15.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,Dharmikbhai
June 2026,270,Teamwork,Developing,Mock evidence from recorded HOD score: 6/10.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,Dharmikbhai
June 2026,270,Initiative,Below Expected,Mock evidence from recorded HOD score: 4/10.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,Dharmikbhai
June 2026,273,Work Quality,Meets,Mock evidence from recorded HOD score: 12/15.,Continue current performance.,,Dharmikbhai
June 2026,273,Productivity,Developing,Mock evidence from recorded HOD score: 10/15.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,Dharmikbhai
June 2026,273,Teamwork,Developing,Mock evidence from recorded HOD score: 6/10.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,Dharmikbhai
June 2026,273,Initiative,Below Expected,Mock evidence from recorded HOD score: 4/10.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,Dharmikbhai
June 2026,280,Work Quality,Below Expected,Mock evidence from recorded HOD score: 5/15.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,Dharmikbhai
June 2026,280,Productivity,Below Expected,Mock evidence from recorded HOD score: 5/15.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,Dharmikbhai
June 2026,280,Teamwork,Below Expected,Mock evidence from recorded HOD score: 3/10.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,Dharmikbhai
June 2026,280,Initiative,Below Expected,Mock evidence from recorded HOD score: 2/10.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,Dharmikbhai
June 2026,309,Work Quality,Meets,Mock evidence from recorded HOD score: 12/15.,Continue current performance.,,Dharmikbhai
June 2026,309,Productivity,Meets,Mock evidence from recorded HOD score: 13/15.,Continue current performance.,,Dharmikbhai
June 2026,309,Teamwork,Meets,Mock evidence from recorded HOD score: 8/10.,Continue current performance.,,Dharmikbhai
June 2026,309,Initiative,Developing,Mock evidence from recorded HOD score: 6/10.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,Dharmikbhai
June 2026,312,Work Quality,Below Expected,Mock evidence from recorded HOD score: 4/15.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,Dharmikbhai
June 2026,312,Productivity,Below Expected,Mock evidence from recorded HOD score: 3/15.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,Dharmikbhai
June 2026,312,Teamwork,Developing,Mock evidence from recorded HOD score: 5/10.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,Dharmikbhai
June 2026,312,Initiative,Below Expected,Mock evidence from recorded HOD score: 3/10.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,Dharmikbhai
June 2026,203,Work Quality,Developing,Mock evidence from recorded HOD score: 10/15.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,Dharmikbhai
June 2026,203,Productivity,Exceeds,Mock evidence from recorded HOD score: 15/15.,Continue current performance.,,Dharmikbhai
June 2026,203,Teamwork,Below Expected,Mock evidence from recorded HOD score: 4/10.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,Dharmikbhai
June 2026,203,Initiative,Below Expected,Mock evidence from recorded HOD score: 2/10.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,Dharmikbhai
June 2026,330,Work Quality,Meets,Mock evidence from recorded HOD score: 12/15.,Continue current performance.,,Dharmikbhai
June 2026,330,Productivity,Exceeds,Mock evidence from recorded HOD score: 15/15.,Continue current performance.,,Dharmikbhai
June 2026,330,Teamwork,Exceeds,Mock evidence from recorded HOD score: 10/10.,Continue current performance.,,Dharmikbhai
June 2026,330,Initiative,Exceeds,Mock evidence from recorded HOD score: 10/10.,Continue current performance.,,Dharmikbhai
June 2026,239,Work Quality,Exceeds,Mock evidence from recorded HOD score: 15/15.,Continue current performance.,,Dharmikbhai
June 2026,239,Productivity,Meets,Mock evidence from recorded HOD score: 12/15.,Continue current performance.,,Dharmikbhai
June 2026,239,Teamwork,Exceeds,Mock evidence from recorded HOD score: 9/10.,Continue current performance.,,Dharmikbhai
June 2026,239,Initiative,Meets,Mock evidence from recorded HOD score: 8/10.,Continue current performance.,,Dharmikbhai
June 2026,333,Work Quality,Exceeds,Mock evidence from recorded HOD score: 14/15.,Continue current performance.,,Dharmikbhai
June 2026,333,Productivity,Meets,Mock evidence from recorded HOD score: 13/15.,Continue current performance.,,Dharmikbhai
June 2026,333,Teamwork,Meets,Mock evidence from recorded HOD score: 8/10.,Continue current performance.,,Dharmikbhai
June 2026,333,Initiative,Exceeds,Mock evidence from recorded HOD score: 10/10.,Continue current performance.,,Dharmikbhai
June 2026,347,Work Quality,Developing,Mock evidence from recorded HOD score: 8/15.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,Dharmikbhai
June 2026,347,Productivity,Developing,Mock evidence from recorded HOD score: 10/15.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,Dharmikbhai
June 2026,347,Teamwork,Exceeds,Mock evidence from recorded HOD score: 10/10.,Continue current performance.,,Dharmikbhai
June 2026,347,Initiative,Exceeds,Mock evidence from recorded HOD score: 9/10.,Continue current performance.,,Dharmikbhai
June 2026,365,Work Quality,Developing,Mock evidence from recorded HOD score: 7/15.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,Dharmikbhai
June 2026,365,Productivity,Meets,Mock evidence from recorded HOD score: 12/15.,Continue current performance.,,Dharmikbhai
June 2026,365,Teamwork,Developing,Mock evidence from recorded HOD score: 5/10.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,Dharmikbhai
June 2026,365,Initiative,Meets,Mock evidence from recorded HOD score: 7/10.,Continue current performance.,,Dharmikbhai
June 2026,289,Work Quality,Below Expected,Mock evidence from recorded HOD score: 5/15.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,Dharmikbhai
June 2026,289,Productivity,Meets,Mock evidence from recorded HOD score: 11/15.,Continue current performance.,,Dharmikbhai
June 2026,289,Teamwork,Exceeds,Mock evidence from recorded HOD score: 10/10.,Continue current performance.,,Dharmikbhai
June 2026,289,Initiative,Meets,Mock evidence from recorded HOD score: 8/10.,Continue current performance.,,Dharmikbhai
June 2026,376,Work Quality,Developing,Mock evidence from recorded HOD score: 10/15.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,Dharmikbhai
June 2026,376,Productivity,Exceeds,Mock evidence from recorded HOD score: 15/15.,Continue current performance.,,Dharmikbhai
June 2026,376,Teamwork,Exceeds,Mock evidence from recorded HOD score: 9/10.,Continue current performance.,,Dharmikbhai
June 2026,376,Initiative,Meets,Mock evidence from recorded HOD score: 7/10.,Continue current performance.,,Dharmikbhai
June 2026,39,Work Quality,Below Expected,Mock evidence from recorded HOD score: 4/15.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,Dharmikbhai
June 2026,39,Productivity,Meets,Mock evidence from recorded HOD score: 13/15.,Continue current performance.,,Dharmikbhai
June 2026,39,Teamwork,Meets,Mock evidence from recorded HOD score: 8/10.,Continue current performance.,,Dharmikbhai
June 2026,39,Initiative,Developing,Mock evidence from recorded HOD score: 6/10.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,Dharmikbhai
June 2026,34,Work Quality,Below Expected,Mock evidence from recorded HOD score: 4/15.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,Dharmikbhai
June 2026,34,Productivity,Exceeds,Mock evidence from recorded HOD score: 14/15.,Continue current performance.,,Dharmikbhai
June 2026,34,Teamwork,Exceeds,Mock evidence from recorded HOD score: 10/10.,Continue current performance.,,Dharmikbhai
June 2026,34,Initiative,Developing,Mock evidence from recorded HOD score: 6/10.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,Dharmikbhai
June 2026,158,Work Quality,Below Expected,Mock evidence from recorded HOD score: 2/15.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,Dharmikbhai
June 2026,158,Productivity,Meets,Mock evidence from recorded HOD score: 13/15.,Continue current performance.,,Dharmikbhai
June 2026,158,Teamwork,Developing,Mock evidence from recorded HOD score: 5/10.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,Dharmikbhai
June 2026,158,Initiative,Below Expected,Mock evidence from recorded HOD score: 3/10.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,Dharmikbhai
June 2026,297,Work Quality,Developing,Mock evidence from recorded HOD score: 10/15.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,Ashokbhai
June 2026,297,Productivity,Developing,Mock evidence from recorded HOD score: 10/15.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,Ashokbhai
June 2026,297,Teamwork,Meets,Mock evidence from recorded HOD score: 7/10.,Continue current performance.,,Ashokbhai
June 2026,297,Initiative,Developing,Mock evidence from recorded HOD score: 5/10.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,Ashokbhai
June 2026,157,Work Quality,Meets,Mock evidence from recorded HOD score: 12/15.,Continue current performance.,,Ashokbhai
June 2026,157,Productivity,Meets,Mock evidence from recorded HOD score: 12/15.,Continue current performance.,,Ashokbhai
June 2026,157,Teamwork,Meets,Mock evidence from recorded HOD score: 8/10.,Continue current performance.,,Ashokbhai
June 2026,157,Initiative,Developing,Mock evidence from recorded HOD score: 5/10.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,Ashokbhai
June 2026,179,Work Quality,Meets,Mock evidence from recorded HOD score: 11/15.,Continue current performance.,,Ashokbhai
June 2026,179,Productivity,Meets,Mock evidence from recorded HOD score: 12/15.,Continue current performance.,,Ashokbhai
June 2026,179,Teamwork,Meets,Mock evidence from recorded HOD score: 7/10.,Continue current performance.,,Ashokbhai
June 2026,179,Initiative,Developing,Mock evidence from recorded HOD score: 5/10.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,Ashokbhai
June 2026,228,Work Quality,Exceeds,Mock evidence from recorded HOD score: 14/15.,Continue current performance.,,Ashokbhai
June 2026,228,Productivity,Developing,Mock evidence from recorded HOD score: 10/15.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,Ashokbhai
June 2026,228,Teamwork,Developing,Mock evidence from recorded HOD score: 6/10.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,Ashokbhai
June 2026,228,Initiative,Below Expected,Mock evidence from recorded HOD score: 4/10.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,Ashokbhai
June 2026,249,Work Quality,Meets,Mock evidence from recorded HOD score: 12/15.,Continue current performance.,,Ashokbhai
June 2026,249,Productivity,Developing,Mock evidence from recorded HOD score: 10/15.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,Ashokbhai
June 2026,249,Teamwork,Developing,Mock evidence from recorded HOD score: 6/10.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,Ashokbhai
June 2026,249,Initiative,Below Expected,Mock evidence from recorded HOD score: 4/10.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,Ashokbhai
June 2026,251,Work Quality,Below Expected,Mock evidence from recorded HOD score: 5/15.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,Ashokbhai
June 2026,251,Productivity,Below Expected,Mock evidence from recorded HOD score: 5/15.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,Ashokbhai
June 2026,251,Teamwork,Below Expected,Mock evidence from recorded HOD score: 3/10.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,Ashokbhai
June 2026,251,Initiative,Below Expected,Mock evidence from recorded HOD score: 2/10.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,Ashokbhai
June 2026,305,Work Quality,Meets,Mock evidence from recorded HOD score: 12/15.,Continue current performance.,,Ashokbhai
June 2026,305,Productivity,Meets,Mock evidence from recorded HOD score: 13/15.,Continue current performance.,,Ashokbhai
June 2026,305,Teamwork,Meets,Mock evidence from recorded HOD score: 8/10.,Continue current performance.,,Ashokbhai
June 2026,305,Initiative,Developing,Mock evidence from recorded HOD score: 6/10.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,Ashokbhai
June 2026,306,Work Quality,Below Expected,Mock evidence from recorded HOD score: 4/15.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,Ashokbhai
June 2026,306,Productivity,Below Expected,Mock evidence from recorded HOD score: 3/15.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,Ashokbhai
June 2026,306,Teamwork,Developing,Mock evidence from recorded HOD score: 5/10.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,Ashokbhai
June 2026,306,Initiative,Below Expected,Mock evidence from recorded HOD score: 3/10.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,Ashokbhai
June 2026,308,Work Quality,Developing,Mock evidence from recorded HOD score: 10/15.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,Ashokbhai
June 2026,308,Productivity,Exceeds,Mock evidence from recorded HOD score: 15/15.,Continue current performance.,,Ashokbhai
June 2026,308,Teamwork,Below Expected,Mock evidence from recorded HOD score: 4/10.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,Ashokbhai
June 2026,308,Initiative,Below Expected,Mock evidence from recorded HOD score: 2/10.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,Ashokbhai
June 2026,317,Work Quality,Meets,Mock evidence from recorded HOD score: 12/15.,Continue current performance.,,Ashokbhai
June 2026,317,Productivity,Exceeds,Mock evidence from recorded HOD score: 15/15.,Continue current performance.,,Ashokbhai
June 2026,317,Teamwork,Exceeds,Mock evidence from recorded HOD score: 10/10.,Continue current performance.,,Ashokbhai
June 2026,317,Initiative,Exceeds,Mock evidence from recorded HOD score: 10/10.,Continue current performance.,,Ashokbhai
June 2026,318,Work Quality,Exceeds,Mock evidence from recorded HOD score: 15/15.,Continue current performance.,,Ashokbhai
June 2026,318,Productivity,Meets,Mock evidence from recorded HOD score: 12/15.,Continue current performance.,,Ashokbhai
June 2026,318,Teamwork,Exceeds,Mock evidence from recorded HOD score: 9/10.,Continue current performance.,,Ashokbhai
June 2026,318,Initiative,Meets,Mock evidence from recorded HOD score: 8/10.,Continue current performance.,,Ashokbhai
June 2026,323,Work Quality,Exceeds,Mock evidence from recorded HOD score: 14/15.,Continue current performance.,,Ashokbhai
June 2026,323,Productivity,Meets,Mock evidence from recorded HOD score: 13/15.,Continue current performance.,,Ashokbhai
June 2026,323,Teamwork,Meets,Mock evidence from recorded HOD score: 8/10.,Continue current performance.,,Ashokbhai
June 2026,323,Initiative,Exceeds,Mock evidence from recorded HOD score: 10/10.,Continue current performance.,,Ashokbhai
June 2026,322,Work Quality,Developing,Mock evidence from recorded HOD score: 8/15.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,Ashokbhai
June 2026,322,Productivity,Developing,Mock evidence from recorded HOD score: 10/15.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,Ashokbhai
June 2026,322,Teamwork,Exceeds,Mock evidence from recorded HOD score: 10/10.,Continue current performance.,,Ashokbhai
June 2026,322,Initiative,Exceeds,Mock evidence from recorded HOD score: 9/10.,Continue current performance.,,Ashokbhai
June 2026,321,Work Quality,Developing,Mock evidence from recorded HOD score: 7/15.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,Ashokbhai
June 2026,321,Productivity,Meets,Mock evidence from recorded HOD score: 12/15.,Continue current performance.,,Ashokbhai
June 2026,321,Teamwork,Developing,Mock evidence from recorded HOD score: 5/10.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,Ashokbhai
June 2026,321,Initiative,Meets,Mock evidence from recorded HOD score: 7/10.,Continue current performance.,,Ashokbhai
June 2026,332,Work Quality,Below Expected,Mock evidence from recorded HOD score: 5/15.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,Ashokbhai
June 2026,332,Productivity,Meets,Mock evidence from recorded HOD score: 11/15.,Continue current performance.,,Ashokbhai
June 2026,332,Teamwork,Exceeds,Mock evidence from recorded HOD score: 10/10.,Continue current performance.,,Ashokbhai
June 2026,332,Initiative,Meets,Mock evidence from recorded HOD score: 8/10.,Continue current performance.,,Ashokbhai
June 2026,334,Work Quality,Developing,Mock evidence from recorded HOD score: 10/15.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,Ashokbhai
June 2026,334,Productivity,Exceeds,Mock evidence from recorded HOD score: 15/15.,Continue current performance.,,Ashokbhai
June 2026,334,Teamwork,Exceeds,Mock evidence from recorded HOD score: 9/10.,Continue current performance.,,Ashokbhai
June 2026,334,Initiative,Meets,Mock evidence from recorded HOD score: 7/10.,Continue current performance.,,Ashokbhai
June 2026,359,Work Quality,Developing,Mock evidence from recorded HOD score: 8/15.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,Ashokbhai
June 2026,359,Productivity,Developing,Mock evidence from recorded HOD score: 8/15.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,Ashokbhai
June 2026,359,Teamwork,Developing,Mock evidence from recorded HOD score: 5/10.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,Ashokbhai
June 2026,359,Initiative,Developing,Mock evidence from recorded HOD score: 5/10.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,Ashokbhai
June 2026,369,Work Quality,Developing,Mock evidence from recorded HOD score: 10/15.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,Ashokbhai
June 2026,369,Productivity,Developing,Mock evidence from recorded HOD score: 10/15.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,Ashokbhai
June 2026,369,Teamwork,Below Expected,Mock evidence from recorded HOD score: 3/10.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,Ashokbhai
June 2026,369,Initiative,Below Expected,Mock evidence from recorded HOD score: 0/10.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,Ashokbhai
June 2026,168,Work Quality,Developing,Mock evidence from recorded HOD score: 10/15.,Review performance with supervisor and agree an improvement action.,15-Jul-2026,Ashokbhai
June 2026,168,Productivity,Exceeds,Mock evidence from recorded HOD score: 15/15.,Continue current performance.,,Ashokbhai
June 2026,168,Teamwork,Exceeds,Mock evidence from recorded HOD score: 9/10.,Continue current performance.,,Ashokbhai
June 2026,168,Initiative,Meets,Mock evidence from recorded HOD score: 7/10.,Continue current performance.,,Ashokbhai
June 2026,18,Work Quality,Meets,Mock evidence from recorded HOD score: 12/15.,Continue current performance.,,HOD_Scores_Worker_June_2026
